no,CANT,NOM_CO,NOM_CI,H,DB,DN,DC,COB,BIO,C
265,1,Café caturra,Coffea arabica L. cv. Caturra,1.4,8.63,6.63,2.01,3.173,13.933,6.967
266,1,Café caturra,Coffea arabica L. cv. Caturra,1.18,5.33,3.33,1.9,2.835,3.365,1.682
267,1,Café caturra,Coffea arabica L. cv. Caturra,1.75,6.16,3.77,1.8,2.545,4.347,2.173
268,1,Café caturra,Coffea arabica L. cv. Caturra,1.8,10.17,6.84,1.86,2.717,14.859,7.43
269,1,Café caturra,Coffea arabica L. cv. Caturra,2.34,5.58,3.58,1.74,2.378,3.907,1.953
270,1,Café caturra,Coffea arabica L. cv. Caturra,2.02,9.22,8.91,1.81,2.573,25.641,12.82
271,1,Café caturra,Coffea arabica L. cv. Caturra,2.31,6.72,3.69,2.03,3.237,4.158,2.079
272,1,Café caturra,Coffea arabica L. cv. Caturra,1.23,7.73,6.42,1.79,2.517,13.038,6.519
273,1,Café caturra,Coffea arabica L. cv. Caturra,1.4,7.02,4.05,1.75,2.405,5.039,2.519
274,1,Café caturra,Coffea arabica L. cv. Caturra,1.32,7.49,5.27,1.99,3.11,8.676,4.338
275,1,Café caturra,Coffea arabica L. cv. Caturra,2.17,10.03,8.16,1.78,2.488,21.386,10.693
276,1,Café caturra,Coffea arabica L. cv. Caturra,2.19,7.08,6.33,1.72,2.324,12.664,6.332
277,1,Café caturra,Coffea arabica L. cv. Caturra,1.16,8.96,5.63,1.88,2.776,9.943,4.972
278,1,Café caturra,Coffea arabica L. cv. Caturra,1.46,8.33,5.76,2.05,3.301,10.423,5.211
279,1,Café caturra,Coffea arabica L. cv. Caturra,1.67,9.65,6.22,1.87,2.746,12.214,6.107
280,1,Café caturra,Coffea arabica L. cv. Caturra,1.51,11.56,8.5,1.82,2.602,23.266,11.633
281,1,Café caturra,Coffea arabica L. cv. Caturra,2.19,10.13,9.24,1.73,2.351,27.639,13.82
282,1,Café caturra,Coffea arabica L. cv. Caturra,1.3,6.5,4.5,1.94,2.956,6.263,3.131
283,1,Café caturra,Coffea arabica L. cv. Caturra,1.29,5.22,3.22,1.9,2.835,3.139,1.57
284,1,Café caturra,Coffea arabica L. cv. Caturra,1.71,6.84,5.21,1.76,2.433,8.473,4.237
285,1,Café caturra,Coffea arabica L. cv. Caturra,1.31,9.17,7.82,1.85,2.688,19.588,9.794
286,1,Café caturra,Coffea arabica L. cv. Caturra,2.08,5.36,3.36,2.05,3.301,3.427,1.714
287,1,Café caturra,Coffea arabica L. cv. Caturra,1.13,8.47,4.78,1.71,2.297,7.093,3.547
288,1,Café caturra,Coffea arabica L. cv. Caturra,2.3,9.18,7.18,1.79,2.517,16.424,8.212
289,1,Café caturra,Coffea arabica L. cv. Caturra,1.3,7.34,3.27,1.91,2.865,3.241,1.62
290,1,Café caturra,Coffea arabica L. cv. Caturra,1.48,10.4,9.31,2.09,3.431,28.073,14.036
291,1,Café caturra,Coffea arabica L. cv. Caturra,2.31,5.75,3.75,2.06,3.333,4.299,2.15
292,1,Café caturra,Coffea arabica L. cv. Caturra,1.67,5.53,3.53,1.69,2.243,3.795,1.897
293,1,Café caturra,Coffea arabica L. cv. Caturra,1.26,10.1,7.62,2.06,3.333,18.568,9.284
294,1,Café caturra,Coffea arabica L. cv. Caturra,1.9,8.47,6.47,1.91,2.865,13.248,6.624
295,1,Café caturra,Coffea arabica L. cv. Caturra,1.42,9.82,7.46,1.84,2.659,17.773,8.886
296,1,Café caturra,Coffea arabica L. cv. Caturra,2.33,8.04,7.3,1.86,2.717,16.995,8.498
297,1,Café caturra,Coffea arabica L. cv. Caturra,2.4,6.72,3.47,1.92,2.895,3.663,1.831
298,1,Café caturra,Coffea arabica L. cv. Caturra,1.54,10.73,6.63,1.75,2.405,13.933,6.967
299,1,Café caturra,Coffea arabica L. cv. Caturra,1.36,10.6,4.05,1.97,3.048,5.039,2.519
300,1,Café caturra,Coffea arabica L. cv. Caturra,1.33,9.86,8.16,1.72,2.324,21.386,10.693
301,1,Café caturra,Coffea arabica L. cv. Caturra,1.63,6.91,6.59,2.07,3.365,13.76,6.88
302,1,Café caturra,Coffea arabica L. cv. Caturra,2.02,9.13,7.76,1.86,2.717,19.279,9.64
303,1,Café caturra,Coffea arabica L. cv. Caturra,1.72,7.53,3.29,2.03,3.237,3.282,1.641
304,1,Café caturra,Coffea arabica L. cv. Caturra,2.12,5.64,3.59,1.82,2.602,3.929,1.965
305,1,Café caturra,Coffea arabica L. cv. Caturra,1.34,11.42,8.01,2,3.142,20.583,10.291
306,1,Café caturra,Coffea arabica L. cv. Caturra,1.8,5.96,3.5,1.79,2.517,3.729,1.864
307,1,Café caturra,Coffea arabica L. cv. Caturra,1.58,11.65,3.5,2.05,3.301,3.729,1.864
308,1,Café caturra,Coffea arabica L. cv. Caturra,1.48,8.12,3.08,1.7,2.27,2.864,1.432
309,1,Café caturra,Coffea arabica L. cv. Caturra,1.12,6.3,4.3,1.7,2.27,5.702,2.851
310,1,Café caturra,Coffea arabica L. cv. Caturra,1.97,8.79,8.16,1.7,2.27,21.386,10.693
311,1,Café caturra,Coffea arabica L. cv. Caturra,1.55,11.11,5.47,1.71,2.297,9.369,4.685
312,1,Café caturra,Coffea arabica L. cv. Caturra,2.01,10.13,5.08,1.92,2.895,8.043,4.021
313,1,Café caturra,Coffea arabica L. cv. Caturra,2.04,10.65,5.45,2,3.142,9.299,4.649
314,1,Café caturra,Coffea arabica L. cv. Caturra,2.22,9.61,8.42,1.68,2.217,22.816,11.408
315,1,Café caturra,Coffea arabica L. cv. Caturra,2.05,9.85,7.63,1.9,2.835,18.619,9.309
316,1,Café caturra,Coffea arabica L. cv. Caturra,1.67,10.94,4.3,1.91,2.865,5.702,2.851
317,1,Café caturra,Coffea arabica L. cv. Caturra,1.39,6.75,4.22,2.02,3.205,5.485,2.743
318,1,Café caturra,Coffea arabica L. cv. Caturra,2.04,8.43,3.69,1.9,2.835,4.158,2.079
319,1,Café caturra,Coffea arabica L. cv. Caturra,1.77,6.55,4.55,1.69,2.243,6.407,3.204
320,1,Café caturra,Coffea arabica L. cv. Caturra,2.16,11.91,8.35,1.9,2.835,22.426,11.213
321,1,Café caturra,Coffea arabica L. cv. Caturra,2.12,11.61,4.86,1.92,2.895,7.341,3.67
322,1,Café caturra,Coffea arabica L. cv. Caturra,1.48,5.28,3.15,1.78,2.488,3,1.5
323,1,Café caturra,Coffea arabica L. cv. Caturra,1.59,9.94,3.58,1.76,2.433,3.907,1.953
324,1,Café caturra,Coffea arabica L. cv. Caturra,2.4,11.48,9.78,2.06,3.333,31.076,15.538
325,1,Café caturra,Coffea arabica L. cv. Caturra,2.27,6.26,5.07,1.73,2.351,8.01,4.005
326,1,Café caturra,Coffea arabica L. cv. Caturra,2.2,8.98,8.38,1.74,2.378,22.593,11.297
327,1,Café caturra,Coffea arabica L. cv. Caturra,1.75,11.41,7.37,1.84,2.659,17.333,8.667
328,1,Café caturra,Coffea arabica L. cv. Caturra,1.74,5.24,3.24,1.97,3.048,3.18,1.59
329,1,Café caturra,Coffea arabica L. cv. Caturra,2.02,9.88,4.44,2.06,3.333,6.092,3.046
330,1,Café caturra,Coffea arabica L. cv. Caturra,1.97,7.08,3.85,2.05,3.301,4.539,2.269
331,1,Café caturra,Coffea arabica L. cv. Caturra,1.32,11.47,7.31,1.86,2.717,17.043,8.522
332,1,Café caturra,Coffea arabica L. cv. Caturra,1.56,11.8,8.42,2.04,3.269,22.816,11.408
333,1,Café caturra,Coffea arabica L. cv. Caturra,1.75,11.61,7.51,2.08,3.398,18.02,9.01
334,1,Café caturra,Coffea arabica L. cv. Caturra,1.49,8.32,6.71,1.81,2.573,14.282,7.141
335,1,Café caturra,Coffea arabica L. cv. Caturra,1.31,11.03,3.29,1.84,2.659,3.282,1.641
336,1,Café caturra,Coffea arabica L. cv. Caturra,2.28,10.91,9.78,1.96,3.017,31.076,15.538
337,1,Café caturra,Coffea arabica L. cv. Caturra,1.37,7.23,5.23,1.75,2.405,8.541,4.27
338,1,Café caturra,Coffea arabica L. cv. Caturra,2.06,10.8,5.05,1.85,2.688,7.945,3.973
339,1,Café caturra,Coffea arabica L. cv. Caturra,1.95,5.26,3.26,1.94,2.956,3.22,1.61
340,1,Café caturra,Coffea arabica L. cv. Caturra,1.16,9.17,7.21,1.97,3.048,16.566,8.283
341,1,Café caturra,Coffea arabica L. cv. Caturra,2.13,6.61,4.61,2.06,3.333,6.583,3.291
342,1,Café caturra,Coffea arabica L. cv. Caturra,2.4,5.84,3.84,1.94,2.956,4.515,2.257
343,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,5.54,3.54,1.85,2.688,3.817,1.909
344,1,Café caturra,Coffea arabica L. cv. Caturra,1.2,9.87,7.6,1.84,2.659,18.468,9.234
345,1,Café caturra,Coffea arabica L. cv. Caturra,1.45,7.38,3.9,1.98,3.079,4.661,2.331
346,1,Café caturra,Coffea arabica L. cv. Caturra,1.62,10.07,5.37,1.69,2.243,9.019,4.51
347,1,Café caturra,Coffea arabica L. cv. Caturra,1.17,5.46,3.46,2.06,3.333,3.641,1.821
348,1,Café caturra,Coffea arabica L. cv. Caturra,1.45,7.21,4.57,1.71,2.297,6.465,3.233
349,1,Café caturra,Coffea arabica L. cv. Caturra,1.5,8.78,5.61,1.91,2.865,9.871,4.935
350,1,Café caturra,Coffea arabica L. cv. Caturra,1.86,10.54,6.02,2.03,3.237,11.417,5.709
351,1,Café caturra,Coffea arabica L. cv. Caturra,2,7.23,6.08,1.73,2.351,11.653,5.827
352,1,Café caturra,Coffea arabica L. cv. Caturra,2.11,9.38,7.29,1.88,2.776,16.947,8.474
353,1,Café caturra,Coffea arabica L. cv. Caturra,1.78,11.2,9.6,1.75,2.405,29.907,14.954
354,1,Café caturra,Coffea arabica L. cv. Caturra,1.24,9.31,4.68,1.78,2.488,6.791,3.395
355,1,Café caturra,Coffea arabica L. cv. Caturra,1.75,6.63,3.85,1.82,2.602,4.539,2.269
356,1,Café caturra,Coffea arabica L. cv. Caturra,2.01,5.17,4.38,2.08,3.398,5.923,2.962
357,1,Café caturra,Coffea arabica L. cv. Caturra,1.51,11.09,9.21,1.78,2.488,27.454,13.727
358,1,Café caturra,Coffea arabica L. cv. Caturra,2.04,5.15,3.15,1.9,2.835,3,1.5
359,1,Café caturra,Coffea arabica L. cv. Caturra,1.95,11.12,5,1.98,3.079,7.784,3.892
360,1,Café caturra,Coffea arabica L. cv. Caturra,1.3,8.7,6.7,1.92,2.895,14.239,7.119
361,1,Café caturra,Coffea arabica L. cv. Caturra,1.4,11.57,9.03,1.7,2.27,26.359,13.179
362,1,Café caturra,Coffea arabica L. cv. Caturra,1.94,10.59,8.93,1.94,2.956,25.76,12.88
363,1,Café caturra,Coffea arabica L. cv. Caturra,1.74,11.99,9.43,1.68,2.217,28.825,14.412
364,1,Café caturra,Coffea arabica L. cv. Caturra,2.23,7.45,4.77,1.85,2.688,7.063,3.531
365,1,Café caturra,Coffea arabica L. cv. Caturra,1.68,10.37,8.29,1.79,2.517,22.095,11.048
366,1,Café caturra,Coffea arabica L. cv. Caturra,2.13,7.81,6.22,1.9,2.835,12.214,6.107
367,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,8.36,6.36,2.01,3.173,12.788,6.394
368,1,Café caturra,Coffea arabica L. cv. Caturra,1.67,9.39,8.1,2.02,3.205,21.063,10.531
369,1,Café caturra,Coffea arabica L. cv. Caturra,1.72,11.12,8.44,2.01,3.173,22.928,11.464
370,1,Café caturra,Coffea arabica L. cv. Caturra,2.04,11.89,7.59,2.07,3.365,18.418,9.209
371,1,Café caturra,Coffea arabica L. cv. Caturra,2.3,10.38,4.24,1.72,2.324,5.539,2.769
372,1,Café caturra,Coffea arabica L. cv. Caturra,1.5,7.92,6.82,1.82,2.602,14.77,7.385
373,1,Café caturra,Coffea arabica L. cv. Caturra,1.32,7.95,5.95,1.81,2.573,11.145,5.572
374,1,Café caturra,Coffea arabica L. cv. Caturra,1.15,10.16,9.56,1.98,3.079,29.651,14.825
375,1,Café caturra,Coffea arabica L. cv. Caturra,1.83,6.67,3.3,2.02,3.205,3.302,1.651
376,1,Café caturra,Coffea arabica L. cv. Caturra,1.58,5.77,4.15,2.01,3.173,5.299,2.65
377,1,Café caturra,Coffea arabica L. cv. Caturra,2.09,7.48,3.92,2.02,3.205,4.711,2.355
378,1,Café caturra,Coffea arabica L. cv. Caturra,1.71,7.01,5.01,1.97,3.048,7.816,3.908
379,1,Café caturra,Coffea arabica L. cv. Caturra,2.05,7.07,5.07,2.02,3.205,8.01,4.005
380,1,Café caturra,Coffea arabica L. cv. Caturra,2.37,6.64,4.49,2.01,3.173,6.234,3.117
381,1,Café caturra,Coffea arabica L. cv. Caturra,1.27,5.29,3.29,1.69,2.243,3.282,1.641
382,1,Café caturra,Coffea arabica L. cv. Caturra,1.77,5.13,3.13,1.81,2.573,2.961,1.48
383,1,Café caturra,Coffea arabica L. cv. Caturra,1.65,11.91,8.13,1.82,2.602,21.224,10.612
384,1,Café caturra,Coffea arabica L. cv. Caturra,2.16,7.99,6.8,1.85,2.688,14.681,7.34
385,1,Café caturra,Coffea arabica L. cv. Caturra,1.75,7.69,7.13,1.86,2.717,16.189,8.094
386,1,Café caturra,Coffea arabica L. cv. Caturra,1.3,9.76,6.56,1.88,2.776,13.631,6.816
387,1,Café caturra,Coffea arabica L. cv. Caturra,2.31,6.53,5.08,1.98,3.079,8.043,4.021
388,1,Café caturra,Coffea arabica L. cv. Caturra,2.17,11.65,6.96,1.94,2.956,15.402,7.701
389,1,Café caturra,Coffea arabica L. cv. Caturra,2.31,10.5,7.82,1.92,2.895,19.588,9.794
390,1,Café caturra,Coffea arabica L. cv. Caturra,1.99,5.63,3.63,1.94,2.956,4.02,2.01
391,1,Café caturra,Coffea arabica L. cv. Caturra,1.54,7.92,7.45,1.98,3.079,17.724,8.862
392,1,Café caturra,Coffea arabica L. cv. Caturra,2.19,11.15,8.33,1.97,3.048,22.316,11.158
393,1,Café caturra,Coffea arabica L. cv. Caturra,1.56,11.61,4.12,1.89,2.806,5.22,2.61
394,1,Café caturra,Coffea arabica L. cv. Caturra,2.3,8.27,6.23,1.83,2.63,12.254,6.127
395,1,Café caturra,Coffea arabica L. cv. Caturra,1.68,9.29,3.07,1.79,2.517,2.845,1.422
396,1,Café caturra,Coffea arabica L. cv. Caturra,2.06,6.17,4.73,1.74,2.378,6.941,3.471
397,1,Café caturra,Coffea arabica L. cv. Caturra,1.4,11.94,8.09,1.72,2.324,21.009,10.505
398,1,Café caturra,Coffea arabica L. cv. Caturra,1.88,6.62,4.62,1.81,2.573,6.612,3.306
399,1,Café caturra,Coffea arabica L. cv. Caturra,1.12,11.6,3.69,1.86,2.717,4.158,2.079
400,1,Café caturra,Coffea arabica L. cv. Caturra,2.1,9.55,5.81,1.82,2.602,10.611,5.305
401,1,Café caturra,Coffea arabica L. cv. Caturra,1.74,9.25,8.6,1.95,2.986,23.834,11.917
402,1,Café caturra,Coffea arabica L. cv. Caturra,1.33,8.59,4.43,1.88,2.776,6.063,3.032
403,1,Café caturra,Coffea arabica L. cv. Caturra,1.76,6.61,4.61,1.93,2.926,6.583,3.291
404,1,Café caturra,Coffea arabica L. cv. Caturra,1.46,6.24,4.24,1.88,2.776,5.539,2.769
405,1,Café caturra,Coffea arabica L. cv. Caturra,1.36,6.54,4.54,2.09,3.431,6.378,3.189
406,1,Café caturra,Coffea arabica L. cv. Caturra,1.62,6.31,4.32,1.86,2.717,5.757,2.878
407,1,Café caturra,Coffea arabica L. cv. Caturra,1.22,10.46,5.49,2,3.142,9.44,4.72
408,1,Café caturra,Coffea arabica L. cv. Caturra,1.81,7.45,5.45,1.77,2.461,9.299,4.649
409,1,Café caturra,Coffea arabica L. cv. Caturra,1.89,5.4,3.4,2.03,3.237,3.512,1.756
410,1,Café caturra,Coffea arabica L. cv. Caturra,1.8,11.78,3.04,2.07,3.365,2.788,1.394
411,1,Café caturra,Coffea arabica L. cv. Caturra,1.9,11.19,8.33,2.07,3.365,22.316,11.158
412,1,Café caturra,Coffea arabica L. cv. Caturra,2.19,11.49,3.25,1.91,2.865,3.2,1.6
413,1,Café caturra,Coffea arabica L. cv. Caturra,1.21,11.96,8.22,1.73,2.351,21.712,10.856
414,1,Café caturra,Coffea arabica L. cv. Caturra,1.38,6.22,4.42,1.94,2.956,6.035,3.018
415,1,Café caturra,Coffea arabica L. cv. Caturra,1.91,7.77,5.77,1.76,2.433,10.46,5.23
416,1,Café caturra,Coffea arabica L. cv. Caturra,2.17,10.31,5.58,1.99,3.11,9.762,4.881
417,1,Café caturra,Coffea arabica L. cv. Caturra,1.3,9.87,5.29,1.93,2.926,8.744,4.372
418,1,Café caturra,Coffea arabica L. cv. Caturra,1.2,6.08,4.04,1.97,3.048,5.013,2.507
419,1,Café caturra,Coffea arabica L. cv. Caturra,1.43,10.71,5.14,1.87,2.746,8.24,4.12
420,1,Café caturra,Coffea arabica L. cv. Caturra,1.35,6.57,4.57,1.74,2.378,6.465,3.233
421,1,Café caturra,Coffea arabica L. cv. Caturra,1.13,6.57,4.57,1.79,2.517,6.465,3.233
422,1,Café caturra,Coffea arabica L. cv. Caturra,1.22,8.76,5.58,1.84,2.659,9.762,4.881
423,1,Café caturra,Coffea arabica L. cv. Caturra,2.01,9.15,6.14,1.92,2.895,11.892,5.946
424,1,Café caturra,Coffea arabica L. cv. Caturra,1.83,9.06,8.05,2,3.142,20.796,10.398
425,1,Café caturra,Coffea arabica L. cv. Caturra,1.43,5.64,3.64,1.92,2.895,4.043,2.021
426,1,Café caturra,Coffea arabica L. cv. Caturra,1.85,11.14,7.15,1.95,2.986,16.283,8.141
427,1,Café caturra,Coffea arabica L. cv. Caturra,1.55,6.86,5.74,1.83,2.63,10.348,5.174
428,1,Café caturra,Coffea arabica L. cv. Caturra,1.43,5.91,3.91,1.88,2.776,4.686,2.343
429,1,Café caturra,Coffea arabica L. cv. Caturra,2.27,11.22,7.87,1.77,2.461,19.847,9.924
430,1,Café caturra,Coffea arabica L. cv. Caturra,2.07,11.69,3.02,1.96,3.017,2.75,1.375
431,1,Café caturra,Coffea arabica L. cv. Caturra,1.77,11.03,7.34,1.77,2.461,17.188,8.594
432,1,Café caturra,Coffea arabica L. cv. Caturra,2.18,10.67,5.49,1.88,2.776,9.44,4.72
433,1,Café caturra,Coffea arabica L. cv. Caturra,2.11,9.59,8.56,1.91,2.865,23.606,11.803
434,1,Café caturra,Coffea arabica L. cv. Caturra,2.31,8.86,3.65,1.73,2.351,4.066,2.033
435,1,Café caturra,Coffea arabica L. cv. Caturra,1.46,5.61,3.61,1.78,2.488,3.974,1.987
436,1,Café caturra,Coffea arabica L. cv. Caturra,2.05,7.86,6.37,1.82,2.602,12.829,6.415
437,1,Café caturra,Coffea arabica L. cv. Caturra,1.12,7.61,5.61,1.7,2.27,9.871,4.935
438,1,Café caturra,Coffea arabica L. cv. Caturra,1.71,6.82,3.45,2.08,3.398,3.62,1.81
439,1,Café caturra,Coffea arabica L. cv. Caturra,1.18,10.06,7.06,2.01,3.173,15.862,7.931
440,1,Café caturra,Coffea arabica L. cv. Caturra,2.3,8.47,6.93,1.98,3.079,15.266,7.633
441,1,Café caturra,Coffea arabica L. cv. Caturra,1.99,5.57,3.57,1.78,2.488,3.884,1.942
442,1,Café caturra,Coffea arabica L. cv. Caturra,1.24,6.54,4.54,1.74,2.378,6.378,3.189
443,1,Café caturra,Coffea arabica L. cv. Caturra,2.24,9.78,7.74,1.78,2.488,19.177,9.588
444,1,Café caturra,Coffea arabica L. cv. Caturra,1.18,5.53,3.53,1.79,2.517,3.795,1.897
445,1,Café caturra,Coffea arabica L. cv. Caturra,1.38,10.96,4.89,1.78,2.488,7.434,3.717
446,1,Café caturra,Coffea arabica L. cv. Caturra,1.38,8.47,6.47,1.68,2.217,13.248,6.624
447,1,Café caturra,Coffea arabica L. cv. Caturra,2.36,8.36,6.49,1.99,3.11,13.333,6.666
448,1,Café caturra,Coffea arabica L. cv. Caturra,2.06,9.15,3.54,1.92,2.895,3.817,1.909
449,1,Café caturra,Coffea arabica L. cv. Caturra,1.45,10.77,3.41,2.07,3.365,3.533,1.767
450,1,Café caturra,Coffea arabica L. cv. Caturra,1.96,7.43,5.34,2.03,3.237,8.915,4.458
451,1,Café caturra,Coffea arabica L. cv. Caturra,2.33,9.75,8.49,1.71,2.297,23.209,11.605
452,1,Café caturra,Coffea arabica L. cv. Caturra,1.8,8.96,7.95,1.8,2.545,20.266,10.133
453,1,Café caturra,Coffea arabica L. cv. Caturra,2.3,6.87,4.87,1.72,2.324,7.372,3.686
454,1,Café caturra,Coffea arabica L. cv. Caturra,1.15,11.15,6.62,1.95,2.986,13.89,6.945
455,1,Café caturra,Coffea arabica L. cv. Caturra,2.06,10.58,6.08,1.95,2.986,11.653,5.827
456,1,Café caturra,Coffea arabica L. cv. Caturra,2.26,9.61,4.03,1.73,2.351,4.988,2.494
457,1,Café caturra,Coffea arabica L. cv. Caturra,2.1,10.95,5.3,1.72,2.324,8.778,4.389
458,1,Café caturra,Coffea arabica L. cv. Caturra,2.13,11.07,6.04,2.02,3.205,11.496,5.748
459,1,Café caturra,Coffea arabica L. cv. Caturra,1.9,9.96,3.62,2,3.142,3.997,1.999
460,1,Café caturra,Coffea arabica L. cv. Caturra,1.66,10.86,4.54,2.02,3.205,6.378,3.189
461,1,Café caturra,Coffea arabica L. cv. Caturra,1.77,9.88,7.19,1.77,2.461,16.471,8.236
462,1,Café caturra,Coffea arabica L. cv. Caturra,2.23,9.76,8.15,1.9,2.835,21.332,10.666
463,1,Café caturra,Coffea arabica L. cv. Caturra,2.02,9.33,7.33,2.07,3.365,17.14,8.57
464,1,Café caturra,Coffea arabica L. cv. Caturra,1.54,10.27,9.53,1.87,2.746,29.459,14.73
465,1,Café caturra,Coffea arabica L. cv. Caturra,1.15,6.11,4.11,1.82,2.602,5.194,2.597
466,1,Café caturra,Coffea arabica L. cv. Caturra,1.32,11.17,5.95,1.67,2.19,11.145,5.572
467,1,Café caturra,Coffea arabica L. cv. Caturra,1.65,11.1,7.45,1.83,2.63,17.724,8.862
468,1,Café caturra,Coffea arabica L. cv. Caturra,1.43,5.2,3.2,2.09,3.431,3.099,1.55
469,1,Café caturra,Coffea arabica L. cv. Caturra,2.38,10.78,3.83,1.76,2.433,4.49,2.245
470,1,Café caturra,Coffea arabica L. cv. Caturra,2.26,5.9,3.9,1.85,2.688,4.661,2.331
471,1,Café caturra,Coffea arabica L. cv. Caturra,1.9,7.35,5.35,1.82,2.602,8.95,4.475
472,1,Café caturra,Coffea arabica L. cv. Caturra,2.02,10.2,5.69,1.76,2.433,10.163,5.082
473,1,Café caturra,Coffea arabica L. cv. Caturra,1.82,6.13,4.13,1.97,3.048,5.247,2.623
474,1,Café caturra,Coffea arabica L. cv. Caturra,2.25,10.73,7.11,2.03,3.237,16.095,8.048
475,1,Café caturra,Coffea arabica L. cv. Caturra,1.98,10.82,4.29,1.73,2.351,5.675,2.837
476,1,Café caturra,Coffea arabica L. cv. Caturra,2.1,8.55,5.54,1.83,2.63,9.618,4.809
477,1,Café caturra,Coffea arabica L. cv. Caturra,1.97,5.04,3.04,1.88,2.776,2.788,1.394
478,1,Café caturra,Coffea arabica L. cv. Caturra,1.73,7.01,3.18,1.89,2.806,3.059,1.53
479,1,Café caturra,Coffea arabica L. cv. Caturra,1.61,9.32,3.17,1.8,2.545,3.039,1.52
480,1,Café caturra,Coffea arabica L. cv. Caturra,1.77,11.87,8.82,1.75,2.405,25.109,12.555
481,1,Café caturra,Coffea arabica L. cv. Caturra,1.97,9.42,4.91,1.79,2.517,7.497,3.749
482,1,Café caturra,Coffea arabica L. cv. Caturra,1.78,6.82,4.82,1.86,2.717,7.217,3.608
483,1,Café caturra,Coffea arabica L. cv. Caturra,1.67,9.44,5.09,1.88,2.776,8.076,4.038
484,1,Café caturra,Coffea arabica L. cv. Caturra,1.4,8.78,6.78,1.84,2.659,14.592,7.296
485,1,Café caturra,Coffea arabica L. cv. Caturra,1.2,10.46,4.82,1.76,2.433,7.217,3.608
486,1,Café caturra,Coffea arabica L. cv. Caturra,1.68,5.75,3.75,2.07,3.365,4.299,2.15
487,1,Café caturra,Coffea arabica L. cv. Caturra,1.41,10.33,9.11,1.94,2.956,26.843,13.421
488,1,Café caturra,Coffea arabica L. cv. Caturra,2.25,8.79,6.79,1.91,2.865,14.636,7.318
489,1,Café caturra,Coffea arabica L. cv. Caturra,1.52,11.74,4.3,1.75,2.405,5.702,2.851
490,1,Café caturra,Coffea arabica L. cv. Caturra,2.23,7.39,5.39,1.87,2.746,9.089,4.544
491,1,Café caturra,Coffea arabica L. cv. Caturra,2.03,9.43,6.21,1.98,3.079,12.173,6.087
492,1,Café caturra,Coffea arabica L. cv. Caturra,1.2,11.52,6.38,2.02,3.205,12.871,6.435
493,1,Café caturra,Coffea arabica L. cv. Caturra,2.19,5.72,3.93,1.97,3.048,4.736,2.368
494,1,Café caturra,Coffea arabica L. cv. Caturra,1.96,11.56,3.56,1.95,2.986,3.862,1.931
495,1,Café caturra,Coffea arabica L. cv. Caturra,1.51,9.82,8.1,1.68,2.217,21.063,10.531
496,1,Café caturra,Coffea arabica L. cv. Caturra,1.56,5.47,3.47,2.01,3.173,3.663,1.831
497,1,Café caturra,Coffea arabica L. cv. Caturra,1.71,7.11,6.06,1.79,2.517,11.574,5.787
498,1,Café caturra,Coffea arabica L. cv. Caturra,2.37,9.96,8.11,1.91,2.865,21.117,10.558
499,1,Café caturra,Coffea arabica L. cv. Caturra,1.56,5.47,3.47,2,3.142,3.663,1.831
500,1,Café caturra,Coffea arabica L. cv. Caturra,2,9.08,4.11,1.95,2.986,5.194,2.597
501,1,Café caturra,Coffea arabica L. cv. Caturra,1.75,7.42,5.42,1.74,2.378,9.193,4.597
502,1,Café caturra,Coffea arabica L. cv. Caturra,2.17,9.35,3.95,2.1,3.464,4.786,2.393
503,1,Café caturra,Coffea arabica L. cv. Caturra,1.35,5.32,3.32,1.68,2.217,3.344,1.672
504,1,Café caturra,Coffea arabica L. cv. Caturra,1.51,11.1,7.6,1.79,2.517,18.468,9.234
505,1,Café caturra,Coffea arabica L. cv. Caturra,1.6,11.81,9.7,2.03,3.237,30.554,15.277
506,1,Café caturra,Coffea arabica L. cv. Caturra,1.92,11.78,3.48,1.84,2.659,3.685,1.842
507,1,Café caturra,Coffea arabica L. cv. Caturra,2.37,10.25,3.4,1.88,2.776,3.512,1.756
508,1,Café caturra,Coffea arabica L. cv. Caturra,1.25,5.91,4.98,1.97,3.048,7.72,3.86
509,1,Café caturra,Coffea arabica L. cv. Caturra,1.53,10.31,4.83,1.92,2.895,7.247,3.624
510,1,Café caturra,Coffea arabica L. cv. Caturra,1.73,5.17,4.73,2.09,3.431,6.941,3.471
511,1,Café caturra,Coffea arabica L. cv. Caturra,1.8,5.15,3.15,1.98,3.079,3,1.5
512,1,Café caturra,Coffea arabica L. cv. Caturra,1.91,7.27,4.75,1.97,3.048,7.002,3.501
513,1,Café caturra,Coffea arabica L. cv. Caturra,1.41,8.42,4.9,2.01,3.173,7.466,3.733
514,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,10.39,8.32,1.83,2.63,22.261,11.13
515,1,Café caturra,Coffea arabica L. cv. Caturra,1.21,9.78,6.15,1.92,2.895,11.932,5.966
516,1,Café caturra,Coffea arabica L. cv. Caturra,1.92,8.12,6.12,1.73,2.351,11.812,5.906
517,1,Café caturra,Coffea arabica L. cv. Caturra,1.72,6.92,3.46,2.09,3.431,3.641,1.821
518,1,Café caturra,Coffea arabica L. cv. Caturra,1.22,11.98,6.41,1.76,2.433,12.996,6.498
